timestamp,aggregate_wh
2023-01-01 00:00:00,66.90870745106854
2023-01-01 00:15:00,66.90870745106854
2023-01-01 00:30:00,66.90870745106854
2023-01-01 00:45:00,66.90870745106854
2023-01-01 01:00:00,40.87714554870984
2023-01-01 01:15:00,40.87714554870984
2023-01-01 01:30:00,40.87714554870984
2023-01-01 01:45:00,40.87714554870984
2023-01-01 02:00:00,53.81324480263174
2023-01-01 02:15:00,53.81324480263174
2023-01-01 02:30:00,53.81324480263174
2023-01-01 02:45:00,53.81324480263174
2023-01-01 03:00:00,47.55539411921174
2023-01-01 03:15:00,47.55539411921174
2023-01-01 03:30:00,47.55539411921174
2023-01-01 03:45:00,47.55539411921174
2023-01-01 04:00:00,86.3131969782844
2023-01-01 04:15:00,86.3131969782844
2023-01-01 04:30:00,86.3131969782844
2023-01-01 04:45:00,86.3131969782844
2023-01-01 05:00:00,102.27270406022755
2023-01-01 05:15:00,102.27270406022755
2023-01-01 05:30:00,102.27270406022755
2023-01-01 05:45:00,102.27270406022755
2023-01-01 06:00:00,91.38513991811617
2023-01-01 06:15:00,91.38513991811617
2023-01-01 06:30:00,91.38513991811617
2023-01-01 06:45:00,91.38513991811617
2023-01-01 07:00:00,33.69945405686808
2023-01-01 07:15:00,33.69945405686808
2023-01-01 07:30:00,33.69945405686808
2023-01-01 07:45:00,33.69945405686808
2023-01-01 08:00:00,57.11744264605227
2023-01-01 08:15:00,57.11744264605227
2023-01-01 08:30:00,57.11744264605227
2023-01-01 08:45:00,57.11744264605227
2023-01-01 09:00:00,66.30421456449355
2023-01-01 09:15:00,66.30421456449355
2023-01-01 09:30:00,66.30421456449355
2023-01-01 09:45:00,66.30421456449355
2023-01-01 10:00:00,94.75185343260172
2023-01-01 10:15:00,94.75185343260172
2023-01-01 10:30:00,94.75185343260172
2023-01-01 10:45:00,94.75185343260172
2023-01-01 11:00:00,250.67426426407192
2023-01-01 11:15:00,250.67426426407192
2023-01-01 11:30:00,250.67426426407192
2023-01-01 11:45:00,250.67426426407192
2023-01-01 12:00:00,833.1199218936139
2023-01-01 12:15:00,833.1199218936139
2023-01-01 12:30:00,833.1199218936139
2023-01-01 12:45:00,833.1199218936139
2023-01-01 13:00:00,136.64940419629005
2023-01-01 13:15:00,136.64940419629005
2023-01-01 13:30:00,136.64940419629005
